
22:48:06.460	460
22:48:06.816	356
22:48:07.076	260
22:48:08.115	1039
22:48:08.661	546
22:48:09.168	507
22:48:09.455	287
22:48:09.757	302
22:48:10.080	323
22:48:10.504	424
22:48:10.989	485
22:48:11.471	482
22:48:12.073	602
22:48:12.430	357
22:48:13.796	1366
22:48:14.337	541
22:48:14.657	320
22:48:14.958	301
22:48:15.227	269
22:48:15.547	320
22:48:16.028	481
22:48:16.584	556
22:48:17.247	663
22:48:17.514	267
22:48:17.989	475
22:48:18.320	331
22:48:19.529	1209
22:48:20.464	935
22:48:21.571	1107
22:48:21.865	294
22:48:22.194	329
22:48:22.573	379
22:48:22.944	371
22:48:23.196	252
22:48:23.530	334
22:48:23.840	310
22:48:24.705	865
22:48:25.116	411
22:48:25.896	780
22:48:26.262	366
22:48:26.616	354
22:48:27.391	775
22:48:27.966	575
22:48:28.874	908
22:48:29.205	331
22:48:30.550	1345
22:48:32.058	1508
22:48:32.843	785
22:48:33.881	1038
22:48:34.526	645
22:48:35.148	622
22:48:36.102	954
22:48:37.121	1019
22:48:37.692	571
22:48:38.037	345
22:48:38.945	908
22:48:39.884	939
22:48:40.753	869
22:48:41.003	250
22:48:41.975	972
22:48:42.491	516
22:48:42.928	437
22:48:43.936	1008
22:48:44.291	355
22:48:44.603	312
22:48:45.063	460
22:48:45.424	361
22:48:46.046	622
22:48:46.344	298
22:48:46.694	350
22:48:47.160	466
22:48:47.571	411
22:48:48.042	471
22:48:48.480	438
22:48:48.821	341
22:48:49.520	699
22:48:49.804	284
22:48:50.102	298
22:48:51.553	1451
22:48:53.833	2280
22:48:54.087	254
22:48:54.575	488
22:48:54.887	312
22:48:57.251	2364
22:48:58.629	1378
22:48:59.846	1217
22:49:00.933	1087
22:49:01.619	686
22:49:02.046	427
22:49:03.077	1031
22:49:03.667	590
22:49:04.191	524
22:49:04.464	273
22:49:04.755	291
22:49:05.105	350
22:49:05.526	421
22:49:05.791	265
22:49:06.252	461
22:49:06.614	362
22:49:06.892	278
22:49:07.308	416
22:49:07.627	319
22:49:08.330	703
22:49:08.602	272
22:49:09.041	439
22:49:09.439	398
22:49:09.818	379
22:49:10.186	368
22:49:10.521	335
22:49:10.874	353
22:49:11.656	782
22:49:11.925	269
22:49:12.536	611
22:49:12.864	328
22:49:13.268	404
22:49:13.682	414
22:49:15.326	1644
22:49:16.173	847
22:49:16.984	811
22:49:17.842	858
22:49:18.263	421
22:49:18.740	477
22:49:19.406	666
22:49:20.451	1045
22:49:21.213	762
22:49:21.874	661
22:49:22.145	271
22:49:22.576	431
22:49:23.032	456
22:49:23.292	260
22:49:23.763	471
22:49:24.417	654
22:49:24.758	341
22:49:25.371	613
22:49:25.716	345
22:49:25.996	280
22:49:26.274	278
22:49:26.528	254
22:49:26.997	469
22:49:27.577	580
22:49:28.473	896
22:49:29.094	621
22:49:29.510	416
22:49:30.032	522
22:49:30.448	416
22:49:30.793	345
22:49:31.088	295
22:49:31.542	454
22:49:31.903	361
22:49:32.430	527
22:49:32.862	432
22:49:33.157	295
22:49:33.472	315
22:49:33.960	488
22:49:34.210	250
22:49:34.705	495
22:49:35.051	346
22:49:35.377	326
22:49:35.976	599
22:49:36.272	296
22:49:36.585	313
22:49:37.179	594
22:49:37.479	300
22:49:37.770	291
22:49:38.061	291
22:49:38.365	304
22:49:38.698	333
22:49:38.986	288
22:49:39.361	375
22:49:39.687	326
22:49:40.076	389
22:49:40.470	394
22:49:41.058	588
22:49:41.438	380
22:49:42.124	686
22:49:42.407	283
22:49:42.809	402
22:49:43.109	300
22:49:43.430	321
22:49:43.757	327
22:49:44.166	409
22:49:44.528	362
22:49:44.993	465
22:49:45.254	261
22:49:45.584	330
22:49:45.887	303
22:49:46.327	440
22:49:46.689	362
22:49:46.949	260
22:49:47.206	257
22:49:47.508	302
22:49:47.809	301
22:49:48.179	370
22:49:48.571	392
22:49:48.991	420
22:49:49.264	273
22:49:49.637	373
22:49:50.078	441
22:49:50.373	295
22:49:50.671	298
22:49:51.124	453
22:49:51.478	354
22:49:51.791	313
22:49:52.142	351
22:49:52.519	377
22:49:52.799	280
22:49:53.076	277
22:49:53.400	324
22:49:53.723	323
22:49:54.235	512
22:49:54.811	576
22:49:55.259	448
22:49:55.544	285
22:49:55.909	365
22:49:56.241	332
22:49:56.693	452
22:49:57.925	1232
22:49:58.477	552
22:49:58.841	364
22:49:59.099	258
22:50:00.234	1135
22:50:00.783	549
22:50:01.041	258
22:50:01.526	485
22:50:02.094	568
22:50:02.775	681
22:50:03.911	1136
22:50:04.210	299
22:50:05.090	880
22:50:05.388	298
22:50:05.977	589
22:50:06.242	265
22:50:07.265	1023
22:50:07.620	355
22:50:08.275	655
22:50:08.721	446
22:50:09.471	750
22:50:10.465	994
22:50:11.118	653
22:50:11.641	523
22:50:12.175	534
22:50:12.506	331
22:50:12.867	361
22:50:13.124	257
22:50:13.391	267
